quote_id,quote_date,account_id,sales_rep_id,product_id,quantity,status,list_price,unit_price,margin
2439,2024-02-25,2862,2,6,8,lost,500.0,416.86,83.37128962129106
2440,2024-11-21,903,5,8,7,lost,75.0,35.22,46.962180044125
2441,2024-08-04,4285,7,2,130,lost,300.0,182.15,60.717395238404656
2442,2024-02-05,7820,8,7,541,lost,100.0,49.08,49.084469359496275
2443,2024-03-02,8774,2,4,189,lost,200.0,140.47,70.2360272808027
2444,2024-07-22,7506,10,2,11,lost,300.0,258.46,86.15427852128155
2445,2024-02-21,9982,7,1,256,won,250.0,79.93,31.97051039997956
2446,2024-10-05,1918,8,8,190,won,75.0,14.22,18.958141844199304
2447,2024-01-17,8180,7,3,98,lost,150.0,97.45,64.96664578193092
2448,2024-03-13,2424,10,7,74,lost,100.0,68.65,68.6490545522136
2449,2024-01-31,8699,7,7,127,lost,100.0,50.94,50.941159503145315
2450,2024-07-16,8342,9,1,79,won,250.0,197.71,79.0841514513401
2451,2024-09-09,9074,6,3,551,lost,150.0,62.87,41.913590529166285
2452,2024-07-25,7227,4,8,734,lost,75.0,24.72,32.965930908530225
2453,2024-05-14,2071,5,6,217,lost,500.0,274.14,54.82811633679738
2454,2024-12-20,3864,7,9,385,lost,120.0,45.66,38.047730656857475
2455,2024-05-25,9577,4,3,116,won,150.0,64.28,42.85334772499103
2456,2024-05-21,5042,8,8,85,lost,75.0,22.95,30.596446919102355
2457,2024-07-19,118,10,3,1,lost,150.0,140.75,93.83261468558328
2458,2024-08-07,5978,3,10,33,lost,220.0,153.69,69.85688348771404
2459,2024-05-13,5657,9,7,115,lost,100.0,86.47,86.4716700967229
2460,2024-03-26,6381,10,6,124,lost,500.0,218.85,43.76983546596088
2461,2024-02-16,646,1,1,90,lost,250.0,133.51,53.40503722449879
2462,2024-02-04,7729,2,1,124,lost,250.0,164.06,65.62269303041923
2463,2024-03-22,9029,8,7,64,lost,100.0,98.86,98.86369962780417
2464,2024-10-10,6647,3,10,140,lost,220.0,76.27,34.668549424921174
2465,2024-01-02,5219,2,9,100,lost,120.0,47.36,39.46321544000406
2466,2024-11-03,929,9,3,9,lost,150.0,109.59,73.06316477165606
2467,2024-05-28,9009,5,10,50,lost,220.0,81.29,36.949809821337304
2468,2024-10-19,9860,5,9,66,lost,120.0,75.44,62.86258083628191
2469,2024-01-26,1610,8,4,135,lost,200.0,144.57,72.2840697653659
2470,2024-08-29,1295,10,4,873,lost,200.0,185.82,92.91022018669813
2471,2024-12-20,1768,6,9,48,lost,120.0,58.02,48.34737145996877
2472,2024-11-10,9640,9,8,92,lost,75.0,21.55,28.731383326987142
2473,2024-09-20,4561,3,9,32,lost,120.0,59.22,49.35404891353807
2474,2024-04-25,5027,3,6,65,lost,500.0,353.8,70.75934727704023
2475,2024-09-15,45,9,5,35,lost,50.0,37.42,74.8429028736386
2476,2024-07-03,6640,1,3,351,lost,150.0,75.6,50.39993133260787
2477,2024-11-22,9203,1,10,15,lost,220.0,168.49,76.58812026687662
2478,2024-06-29,767,4,6,8,lost,500.0,395.0,79.00069925876238
2479,2024-09-17,114,6,7,124,lost,100.0,72.19,72.18695061484998
2480,2024-02-11,3585,9,6,222,lost,500.0,293.84,58.768128323882856
2481,2024-02-09,6493,3,1,30,lost,250.0,162.04,64.81654654618012
2482,2024-08-05,7628,10,1,199,won,250.0,123.22,49.288202780830034
2483,2024-07-25,4564,6,2,46,lost,300.0,217.68,72.5614388880401
2485,2024-02-04,9360,8,7,695,lost,100.0,74.68,74.68106221430145
2486,2024-05-29,7596,2,1,196,lost,250.0,83.24,33.29712463300633
2487,2024-06-20,9911,4,4,333,lost,200.0,167.73,83.86414234590579
2488,2024-10-27,2770,6,6,13,lost,500.0,388.74,77.74721552328819
2489,2024-03-04,1531,9,5,147,won,50.0,29.96,59.92326094389648
2490,2024-10-30,3607,5,4,8,won,200.0,160.3,80.15052735481711
2491,2024-10-14,7673,7,3,47,lost,150.0,63.21,42.13941102743149
2492,2024-03-28,5444,10,8,98,lost,75.0,21.61,28.809384743458338
2493,2024-07-04,8397,5,3,170,won,150.0,83.22,55.47939080025195
2494,2024-05-03,1975,7,7,219,lost,100.0,63.1,63.098482494150616
2495,2024-06-20,8170,1,2,16,lost,300.0,212.98,70.99288880693955
2496,2024-12-03,290,3,6,54,won,500.0,310.42,62.083199925904246
2497,2024-01-05,703,6,3,498,lost,150.0,33.54,22.35751436557539
2498,2024-05-24,5437,5,5,153,lost,50.0,29.18,58.355690211491584
2499,2024-06-30,3797,4,1,788,lost,250.0,92.3,36.91842117552724
2500,2024-06-02,9889,3,9,177,lost,120.0,37.32,31.100892720660646
2501,2024-11-07,3402,6,8,88,won,75.0,29.19,38.92604292199597
2502,2024-06-18,5524,3,3,386,lost,150.0,44.68,29.78370859690956
2503,2024-11-16,5115,3,7,733,lost,100.0,51.17,51.16533636395884
2505,2024-04-06,7708,1,1,0,lost,250.0,173.29,69.3148727885448
2506,2024-12-03,1239,3,7,45,won,100.0,59.59,59.59056798719426
2507,2024-12-22,5563,2,2,195,lost,300.0,188.06,62.68566044539386
2508,2024-08-11,7741,9,2,84,won,300.0,184.49,61.49621644529866
2509,2024-05-25,2905,4,9,554,lost,120.0,53.99,44.98917131543136
2510,2024-01-12,7755,3,9,3,lost,120.0,89.28,74.39884812199398
2511,2024-06-25,9014,5,10,59,lost,220.0,116.48,52.94556597626284
2512,2024-02-26,7711,10,8,322,won,75.0,29.95,39.927405103141815
2513,2024-07-19,1085,8,1,43,lost,250.0,151.17,60.467072280755296
2514,2024-12-02,6281,10,1,302,won,250.0,169.39,67.75740540533289
2515,2024-01-08,3648,6,4,303,won,200.0,171.39,85.69523323777747
2516,2024-12-22,3750,1,7,114,lost,100.0,67.74,67.73553353829129
2517,2024-02-10,439,1,9,256,lost,120.0,44.34,36.952804169648765
2518,2024-02-08,6656,9,8,17,lost,75.0,26.66,35.54275038812921
2519,2024-03-20,4457,2,6,192,lost,500.0,223.22,44.64339970845816
2520,2024-11-26,3146,3,8,39,lost,75.0,26.8,35.739751926082235
2521,2024-04-21,8633,3,1,48,lost,250.0,83.57,33.42940016172736
2522,2024-02-16,1792,6,5,397,lost,50.0,25.91,51.81960680949328
2523,2024-06-18,3037,2,9,207,won,120.0,68.15,56.788361991173616
2524,2024-07-08,9880,7,7,224,lost,100.0,59.5,59.498016223062265
2525,2024-04-17,7691,8,6,210,lost,500.0,191.76,38.35166724742349
2526,2024-12-07,2627,2,6,0,lost,500.0,465.11,93.0218028414198
2527,2024-12-05,364,6,5,28,lost,50.0,27.85,55.704959899312115
2528,2024-02-24,2484,8,9,32,won,120.0,67.65,56.377006753750436
2529,2024-11-28,1154,8,4,2,won,200.0,200.0,100.0
2530,2024-04-01,6558,9,10,354,lost,220.0,100.05,45.47639627001473
2531,2024-07-11,2611,3,6,658,won,500.0,194.23,38.845504126294664
2532,2024-02-22,8351,8,9,22,lost,120.0,86.03,71.69558012868617
2533,2024-01-17,9892,1,2,24,lost,300.0,225.67,75.2244722703956
2534,2024-08-10,4929,9,7,152,lost,100.0,57.08,57.07855449635133
2535,2024-11-04,5341,6,9,184,lost,120.0,59.62,49.68157551461261
2536,2024-04-29,6608,6,8,300,lost,75.0,13.35,17.797663451375016
2537,2024-04-04,8691,3,9,103,lost,120.0,64.84,54.0304709863602
2538,2024-12-14,6142,2,6,58,lost,500.0,319.72,63.944241712516956
2539,2024-08-04,6934,1,6,90,lost,500.0,266.49,53.29841901938497
2540,2024-11-21,3352,8,6,58,lost,500.0,282.05,56.41043314016204
2541,2024-08-11,5014,4,9,83,lost,120.0,44.94,37.44998681593826
2542,2024-07-14,3860,2,7,16,lost,100.0,59.17,59.17094342524001
2543,2024-03-26,4949,6,4,221,won,200.0,189.18,94.59169335857877
2544,2024-05-28,7183,8,2,459,lost,300.0,199.57,66.52369168544672
2545,2024-05-05,6676,8,9,538,lost,120.0,39.16,32.63016835668286
2546,2024-04-04,3537,2,10,20,won,220.0,159.94,72.70216988239868
2547,2024-10-26,5681,5,8,84,lost,75.0,28.6,38.1300814084143
2548,2024-05-08,7536,5,5,47,lost,50.0,35.29,70.57147561533984
2549,2024-09-18,3484,1,1,90,lost,250.0,102.55,41.018840746366436
2550,2024-10-20,9315,7,3,57,won,150.0,72.58,48.387250358880756
2551,2024-09-12,7021,2,7,172,lost,100.0,71.79,71.7855972183476
2552,2024-06-13,7301,3,2,219,lost,300.0,182.15,60.71512868304211
2553,2024-09-23,3439,4,8,171,won,75.0,34.08,45.435825561974205
2554,2024-12-09,2665,8,3,131,lost,150.0,73.26,48.8384335715289
2555,2024-12-11,7998,4,3,635,lost,150.0,47.65,31.768900881016602
2556,2024-03-09,411,6,2,46,lost,300.0,227.93,75.97625671846718
2557,2024-07-17,7506,2,4,35,lost,200.0,172.89,86.44528245656396
2558,2024-10-12,7757,2,3,112,lost,150.0,77.9,51.9320125440838
2559,2024-11-05,4236,7,4,45,won,200.0,161.57,80.78330755324544
2560,2024-12-01,6885,4,3,68,lost,150.0,81.8,54.53635087696793
2561,2024-05-19,7837,3,6,223,lost,500.0,280.74,56.14867577327196
2562,2024-03-08,4724,9,9,151,lost,120.0,61.66,51.38192705763202
2563,2024-01-10,3996,6,6,83,won,500.0,294.55,58.91036968849715
2564,2024-01-14,8371,4,5,227,won,50.0,26.77,53.54617252173531
2565,2024-04-20,7936,3,3,39,lost,150.0,100.67,67.11462989188163
2566,2024-09-20,6966,7,9,88,lost,120.0,46.26,38.55047236433601
2567,2024-02-16,2602,8,7,249,won,100.0,70.23,70.23113619819239
2568,2024-06-25,7558,2,8,220,lost,75.0,24.12,32.15693190903887
2569,2024-02-06,9661,6,3,183,won,150.0,77.83,51.88522684866521
2570,2024-08-08,6233,10,4,168,lost,200.0,156.41,78.20574400321709
2571,2024-04-23,4696,9,1,57,lost,250.0,121.43,48.57330580176519
2572,2024-03-04,2042,7,3,8,lost,150.0,108.55,72.36670154001067
2573,2024-05-14,6202,9,8,131,lost,75.0,37.06,49.40807228849032
2574,2024-06-16,8357,10,2,53,lost,300.0,256.87,85.62432259772342
2575,2024-09-11,4587,2,7,66,lost,100.0,67.97,67.96964405008134
2576,2024-04-11,531,3,1,44,lost,250.0,123.86,49.54382196198384
2577,2024-10-06,6878,6,4,314,lost,200.0,154.38,77.18916287609494
2578,2024-10-11,2637,8,4,298,lost,200.0,151.4,75.70086123172247
2579,2024-10-27,1263,5,9,84,lost,120.0,67.86,56.55253925619417
2580,2024-12-21,7783,9,5,84,lost,50.0,29.77,59.53820354806581
2581,2024-07-20,4889,5,2,14,lost,300.0,174.21,58.06871891299672
2582,2024-06-25,6748,2,6,209,won,500.0,320.81,64.16125338435138
2583,2024-03-22,788,6,10,68,lost,220.0,124.03,56.377500083885636
2584,2024-10-06,3267,9,2,98,lost,300.0,201.19,67.06268080037567
2585,2024-11-23,6201,2,4,50,lost,200.0,98.35,49.175604617410094
2586,2024-02-23,4935,2,1,34,lost,250.0,119.23,47.69082980659931
2587,2024-10-14,6362,9,7,171,won,100.0,58.71,58.709523245465846
2588,2024-02-16,7098,1,5,39,lost,50.0,33.85,67.6999676612912
2589,2024-03-15,4847,1,6,4,lost,500.0,378.82,75.76457214203286
2590,2024-06-11,9248,5,9,209,lost,120.0,59.24,49.363155021855334
2591,2024-12-07,1697,6,7,123,won,100.0,68.99,68.99184843071644
2592,2024-05-17,4906,5,6,465,lost,500.0,310.46,62.09108656502458
2593,2024-01-14,7545,1,9,81,lost,120.0,71.19,59.32549502653648
2594,2024-06-04,8196,2,10,204,lost,220.0,89.63,40.743118125024395
2595,2024-11-12,8481,8,2,22,lost,300.0,215.75,71.91811383357722
2596,2024-10-26,8454,1,5,168,lost,50.0,24.43,48.86289134319258
2598,2024-08-12,194,9,6,111,lost,500.0,280.6,56.12001979031694
2599,2024-10-18,532,8,9,107,lost,120.0,32.19,26.829003901342762
2600,2024-05-24,3660,1,3,4,lost,150.0,125.26,83.50397041452638
2601,2024-11-26,2790,8,4,107,lost,200.0,152.29,76.1440398628025
2602,2024-03-03,5434,7,3,98,lost,150.0,58.57,39.046791074937964
2603,2024-06-01,8069,8,7,81,lost,100.0,64.52,64.5241773009517
2604,2024-07-19,9488,4,2,162,lost,300.0,161.15,53.7165151681883
2605,2024-10-25,8327,5,6,112,lost,500.0,182.98,36.595841169956785
2606,2024-05-12,1409,9,5,352,lost,50.0,29.19,58.384531277508934
2607,2024-12-07,2287,7,4,261,won,200.0,162.72,81.36145329254796
2608,2024-07-13,3801,3,6,57,lost,500.0,247.8,49.559181054637385
2609,2024-08-27,4396,9,5,48,lost,50.0,27.37,54.74225786446286
2610,2024-02-04,6936,10,1,298,lost,250.0,107.09,42.83406851992875
2611,2024-07-02,8218,3,8,14,lost,75.0,35.7,47.60657947307967
2612,2024-03-05,9166,9,2,630,lost,300.0,189.38,63.12743175040874
2613,2024-08-01,3493,6,5,353,won,50.0,29.28,58.55598693548271
2614,2024-02-17,7765,4,2,144,lost,300.0,164.63,54.878002978314974
2615,2024-11-17,5948,9,4,274,lost,200.0,149.01,74.50451969770657
2616,2024-09-15,8185,3,4,202,lost,200.0,146.4,73.20219233970835
2617,2024-10-26,6251,7,9,545,lost,120.0,29.07,24.22344787156129
2618,2024-04-13,8448,6,3,100,won,150.0,92.3,61.53142269808414
2619,2024-05-21,7572,2,8,133,lost,75.0,28.05,37.39574455560937
2620,2024-10-23,9313,5,4,212,won,200.0,180.42,90.2119029323139
2621,2024-08-27,3325,5,6,739,lost,500.0,169.48,33.895831466748746
2622,2024-08-24,8127,8,9,808,lost,120.0,32.85,27.37174030404694
2623,2024-11-17,7244,5,4,530,lost,200.0,119.75,59.87300664755357
2624,2024-06-10,8382,3,2,506,lost,300.0,204.5,68.16520572978692
2625,2024-05-13,4639,7,9,654,lost,120.0,43.85,36.54490619446519
2627,2024-12-30,7561,7,8,280,lost,75.0,32.18,42.906660318686804
2629,2024-09-26,8329,6,8,43,lost,75.0,25.8,34.39564302781638
2630,2024-09-25,8126,7,4,84,won,200.0,153.1,76.54861849183992
2631,2024-08-30,5733,10,6,132,lost,500.0,298.22,59.64356390624661
2632,2024-08-10,465,10,2,529,lost,300.0,109.19,36.39747996452083
2633,2024-04-24,2121,10,6,109,lost,500.0,263.65,52.72972496082351
2635,2024-03-14,1810,8,4,23,lost,200.0,193.63,96.81478707824172
2636,2024-02-27,4753,6,1,104,won,250.0,115.49,46.19633434347195
2637,2024-01-19,9477,9,7,3,lost,100.0,85.91,85.90751156046534
2638,2024-03-15,8845,9,3,18,lost,150.0,89.53,59.6883412407656
2639,2024-06-01,3247,10,1,99,lost,250.0,101.3,40.51982970410051
2640,2024-07-24,6677,3,8,524,won,75.0,25.8,34.406181492300526
2641,2024-07-22,663,9,7,8,lost,100.0,73.0,73.0024950311397
2642,2024-06-08,3001,7,5,102,lost,50.0,19.55,39.10620905277837
2643,2024-01-24,726,7,8,94,lost,75.0,36.16,48.2096918233709
2644,2024-09-26,5275,3,3,992,lost,150.0,37.47,24.98185728894603
2645,2024-05-17,5678,6,9,103,lost,120.0,61.34,51.11773891593547
2646,2024-09-26,2611,9,10,234,lost,220.0,65.18,29.626757623347626
2647,2024-07-29,7279,1,3,165,won,150.0,92.13,61.419320997858634
2648,2024-02-29,7450,7,3,168,lost,150.0,61.78,41.18651677023544
2649,2024-10-03,3532,9,6,28,lost,500.0,258.69,51.73765501692324
2650,2024-07-24,4610,1,2,3,lost,300.0,256.04,85.34559137589727
2651,2024-04-09,3555,5,5,461,won,50.0,29.99,59.98374425320755
2652,2024-03-15,5729,9,10,223,lost,220.0,79.42,36.10226359778372
2653,2024-02-15,981,1,9,146,lost,120.0,42.67,35.56181060684028
2654,2024-03-25,6744,1,3,50,lost,150.0,103.75,69.16424378867362
2655,2024-10-04,2968,1,8,75,won,75.0,28.28,37.70820654636293
2656,2024-08-21,8856,6,3,612,won,150.0,42.38,28.251791971567513
2657,2024-11-05,2287,6,1,56,lost,250.0,128.46,51.38544351076686
2658,2024-10-02,2041,6,8,290,lost,75.0,27.38,36.51264807648799
2659,2024-02-22,3545,4,10,464,won,220.0,80.87,36.75767188883246
2660,2024-03-05,9855,7,5,53,lost,50.0,32.79,65.58190531169087
2661,2024-07-16,2278,4,2,23,lost,300.0,183.56,61.18511506955337
2662,2024-07-22,2732,7,1,52,won,250.0,117.49,46.994303038597835
2663,2024-02-19,1526,3,9,2,lost,120.0,72.25,60.204465662957205
2664,2024-11-29,4184,8,8,51,lost,75.0,29.91,39.8810490633917
2665,2024-08-08,4525,5,3,0,lost,150.0,112.42,74.94942405192918
2666,2024-02-07,8722,4,7,148,won,100.0,78.0,77.99647824462495
2667,2024-02-18,786,7,3,221,lost,150.0,68.23,45.483651989747756
2668,2024-11-16,1585,1,5,551,lost,50.0,24.52,49.04519721563011
2669,2024-06-08,9778,5,5,60,lost,50.0,30.21,60.41653923216993
2670,2024-07-26,5490,5,7,266,lost,100.0,72.84,72.83961377048611
2671,2024-06-09,3203,1,4,61,lost,200.0,150.0,74.9990214709455
2672,2024-03-06,2934,7,3,87,lost,150.0,81.06,54.04264109064518
2673,2024-01-18,1158,9,7,156,lost,100.0,61.06,61.06156523264569
2674,2024-06-12,9890,2,9,31,lost,120.0,87.02,72.51597612502906
2675,2024-09-24,1262,4,7,894,lost,100.0,27.2,27.19973254516124
2676,2024-02-25,5076,9,7,85,lost,100.0,71.17,71.17067323324356
2677,2024-09-11,8413,10,8,48,lost,75.0,30.44,40.58425427688006
2678,2024-06-08,7652,3,4,236,lost,200.0,136.14,68.06972898321068
2679,2024-02-07,8691,2,9,32,lost,120.0,58.48,48.73379413241611
2680,2024-11-07,7485,2,5,274,lost,50.0,25.23,50.46534563118637
2681,2024-12-12,53,2,9,156,lost,120.0,38.49,32.074147936909654
2682,2024-08-25,7669,2,1,175,won,250.0,55.8,22.321392284008958
2683,2024-09-19,1750,9,9,21,lost,120.0,65.72,54.76392380154479
2684,2024-04-11,962,4,4,287,lost,200.0,172.4,86.19929106198991
2685,2024-08-01,6682,8,10,21,won,220.0,100.54,45.700267068409
2686,2024-08-22,4293,5,3,278,lost,150.0,65.89,43.927888975268026
2687,2024-12-20,4167,7,3,206,lost,150.0,82.87,55.24979860108807
2688,2024-08-05,235,2,7,323,lost,100.0,64.0,63.99768781254745
2689,2024-02-19,1173,3,9,20,lost,120.0,79.77,66.47691449198811
2690,2024-06-26,1201,1,2,9,lost,300.0,178.79,59.59511175477044
2691,2024-06-08,1333,5,8,191,lost,75.0,36.43,48.572631379005614
2692,2024-11-19,4006,1,10,42,lost,220.0,117.19,53.26658389692278
2693,2024-02-23,3024,3,10,374,lost,220.0,46.59,21.17605060833865
2694,2024-03-03,7816,6,7,342,lost,100.0,69.08,69.07836009113346
2695,2024-11-23,5537,7,10,123,lost,220.0,106.75,48.52416964601071
2696,2024-05-17,9579,6,4,554,lost,200.0,144.87,72.43297071592613
2697,2024-08-26,3475,5,1,376,lost,250.0,92.82,37.12868658747158
2698,2024-07-09,9966,4,8,163,won,75.0,29.54,39.39312439924153
2699,2024-12-05,9793,10,3,20,lost,150.0,91.1,60.73095930495401
2700,2024-06-07,7111,1,6,126,lost,500.0,292.69,58.53822663581554
2701,2024-02-15,4097,10,8,291,lost,75.0,17.95,23.936380944143213
2702,2024-04-18,9238,9,1,224,lost,250.0,65.46,26.185262199381103
2703,2024-02-20,6276,7,9,162,lost,120.0,47.89,39.90597519704566
2704,2024-11-08,5347,2,4,216,lost,200.0,125.43,62.71502562780965
2705,2024-07-18,6905,6,8,151,lost,75.0,16.58,22.10962472745041
2706,2024-08-09,1681,9,9,343,lost,120.0,31.34,26.115986114497105
2707,2024-07-04,1529,10,3,148,won,150.0,47.23,31.48468538184575
2709,2024-08-30,232,10,5,4,lost,50.0,31.47,62.9310190347502
2710,2024-09-13,4383,5,1,19,lost,250.0,131.75,52.698802680551914
2711,2024-01-28,5715,4,7,1,lost,100.0,87.56,87.55855124224195
2712,2024-10-30,6259,4,6,651,won,500.0,221.99,44.39817925994109
2713,2024-01-15,3666,5,3,122,lost,150.0,97.2,64.80313995111304
2714,2024-10-15,5509,3,8,0,lost,75.0,44.87,59.822640084340215
2715,2024-09-07,9746,7,9,764,won,120.0,43.14,35.95042026521402
2716,2024-01-30,2084,1,7,131,lost,100.0,45.75,45.74876972328298
2717,2024-06-26,3857,10,6,460,won,500.0,223.54,44.70877549455839
2718,2024-05-01,878,6,10,390,lost,220.0,29.7,13.501888123769035
2719,2024-04-15,1811,3,5,995,won,50.0,30.05,60.091924145163276
2720,2024-07-13,6793,7,6,14,lost,500.0,343.76,68.75235419731756
2721,2024-04-16,7438,10,1,1,lost,250.0,208.56,83.42236098750163
2722,2024-07-15,8693,10,1,413,lost,250.0,94.7,37.88058957344104
2723,2024-03-12,7061,2,9,103,lost,120.0,64.81,54.008942008359504
2724,2024-01-27,4741,5,6,511,won,500.0,268.52,53.70329011146747
2725,2024-08-05,343,1,3,33,lost,150.0,73.44,48.95766909159818
2726,2024-07-10,481,6,4,23,won,200.0,167.34,83.66835514692029
2727,2024-01-10,4018,1,3,663,lost,150.0,50.57,33.71015503220883
2728,2024-01-09,1462,4,6,239,lost,500.0,276.95,55.389091005684364
2729,2024-06-24,1276,6,9,258,lost,120.0,46.9,39.08706989916456
2730,2024-10-01,9657,2,6,9,won,500.0,457.22,91.44469634275032
2731,2024-10-17,6620,8,5,245,lost,50.0,33.48,66.95952252306722
2732,2024-11-02,9485,8,6,43,lost,500.0,297.55,59.51001375109296
2733,2024-03-11,8960,2,8,505,lost,75.0,36.22,48.28954929013685
2735,2024-02-12,5912,8,9,3,lost,120.0,79.65,66.37377196228158
2736,2024-09-30,430,6,2,114,lost,300.0,191.27,63.75811877250712
2737,2024-12-09,3374,7,4,285,lost,200.0,170.86,85.42981414838447
2738,2024-10-03,3989,6,5,306,lost,50.0,33.02,66.04359078872093
2739,2024-10-07,5718,7,7,12,won,100.0,78.59,78.58793076544403
2740,2024-06-09,6398,8,8,273,won,75.0,24.2,32.26269942137845
2741,2024-04-22,3755,3,5,19,lost,50.0,26.96,53.91202828876013
2742,2024-07-10,8484,7,7,252,lost,100.0,66.16,66.15826226364018
2743,2024-01-05,7977,3,9,18,lost,120.0,74.31,61.92855041070154
2744,2024-07-10,9966,6,7,47,lost,100.0,54.23,54.22758483159896
2745,2024-12-06,1355,2,8,486,lost,75.0,35.02,46.692897431843555
2746,2024-05-07,3199,1,8,249,lost,75.0,29.0,38.66852614099636
2747,2024-07-17,6765,1,8,394,lost,75.0,33.71,44.948676388462275
2748,2024-09-18,4383,1,5,119,lost,50.0,28.73,57.45957611971993
2749,2024-10-31,4176,1,1,471,lost,250.0,159.44,63.77638352671756
2750,2024-03-11,8511,6,6,56,won,500.0,273.09,54.61821181442028
2751,2024-07-24,9957,9,10,8,lost,220.0,120.3,54.681863789152494
2752,2024-12-15,1438,9,4,137,lost,200.0,168.34,84.16990498055154
2753,2024-06-13,146,4,9,211,lost,120.0,51.17,42.64459493896506
2754,2024-09-21,6699,3,4,9,won,200.0,158.14,79.07106103938698
2755,2024-12-16,1182,8,3,70,won,150.0,80.02,53.343624981384444
2756,2024-12-20,9358,3,2,142,lost,300.0,162.74,54.24688853741553
2757,2024-05-23,8564,6,3,58,lost,150.0,86.73,57.82109805325563
2758,2024-02-24,6301,7,1,473,lost,250.0,130.42,52.16869163328978
2759,2024-05-11,7041,10,7,204,lost,100.0,59.13,59.13383120873118
2760,2024-11-26,8922,3,5,86,lost,50.0,26.73,53.46506056928714
2761,2024-09-26,2071,6,1,326,won,250.0,116.11,46.442493442347754
2762,2024-06-20,1939,3,5,127,lost,50.0,36.91,73.828714886731
2763,2024-04-19,5701,2,6,300,lost,500.0,286.36,57.27123469789957
2764,2024-07-05,4005,10,3,513,lost,150.0,45.43,30.28368295405453
2765,2024-03-31,1374,6,9,197,lost,120.0,56.41,47.006165772966355
2766,2024-07-07,9825,6,9,193,won,120.0,61.07,50.89530659497598
2767,2024-08-16,5068,2,3,49,lost,150.0,75.71,50.47644856245083
2768,2024-05-10,173,10,5,48,lost,50.0,29.25,58.50086488036255
2769,2024-07-22,6167,4,1,279,won,250.0,104.85,41.93952438037372
2770,2024-02-18,4877,5,2,413,lost,300.0,214.3,71.43499447508279
2771,2024-08-17,9069,2,8,31,lost,75.0,42.73,56.97215779641532
2772,2024-10-16,1893,3,4,72,lost,200.0,133.9,66.9478313196565
2773,2024-11-05,6416,4,3,23,lost,150.0,72.48,48.32217674471682
2774,2024-12-06,798,1,7,173,lost,100.0,53.38,53.38348447022842
2775,2024-01-22,2882,4,8,17,lost,75.0,31.8,42.396497933098956
2776,2024-11-15,2271,7,2,134,lost,300.0,197.99,65.99619126440308
2777,2024-06-24,9336,5,6,116,lost,500.0,243.33,48.66617415883207
2778,2024-11-15,9076,9,10,168,lost,220.0,72.16,32.80082365800086
2779,2024-07-29,2153,2,3,18,lost,150.0,123.34,82.22478845866769
2780,2024-12-25,4837,6,2,261,lost,300.0,184.83,61.60910575616872
2781,2024-06-29,2384,6,4,21,lost,200.0,175.76,87.87929755919247
2782,2024-04-11,9510,3,4,4,lost,200.0,165.36,82.67964860567976
2783,2024-10-19,9146,5,6,301,lost,500.0,245.95,49.18962596465224
2784,2024-03-07,2883,9,3,309,lost,150.0,20.93,13.955006810677133
2785,2024-01-21,9191,5,8,263,lost,75.0,13.17,17.561106635497104
2786,2024-06-03,7681,3,10,164,lost,220.0,108.89,49.49510637290941
2787,2024-01-22,6017,1,8,68,lost,75.0,26.77,35.69930213637456
2788,2024-07-31,2539,8,10,175,lost,220.0,98.5,44.771533215570344
2789,2024-04-06,254,6,1,22,won,250.0,134.36,53.743918334602526
2790,2024-08-10,5880,1,6,4,won,500.0,387.31,77.46288286458301
2791,2024-07-27,8584,6,4,184,won,200.0,185.3,92.6489080020214
2792,2024-12-30,1455,8,10,43,lost,220.0,91.86,41.7557285923556
2793,2024-04-28,5215,2,6,37,lost,500.0,333.56,66.71196860112897
2794,2024-08-16,6588,6,10,38,lost,220.0,69.49,31.587073817435908
2795,2024-03-09,4241,2,10,187,won,220.0,115.66,52.5706687373696
2796,2024-11-20,8412,2,6,427,lost,500.0,196.8,39.36045684632695
2797,2024-05-05,9639,1,6,63,lost,500.0,180.53,36.105834651408934
2798,2024-08-15,7544,7,7,43,lost,100.0,73.81,73.8096592092007
2800,2024-09-25,6698,9,8,193,lost,75.0,28.08,37.43470548811138
2801,2024-07-31,5507,3,6,194,lost,500.0,204.67,40.933373460294725
2802,2024-02-04,5886,6,7,277,won,100.0,58.43,58.42994629032354
2803,2024-11-10,5062,2,9,607,lost,120.0,58.68,48.90044105425291
2804,2024-07-02,6680,6,3,118,won,150.0,81.03,54.01698392582067
2805,2024-01-19,482,5,3,362,won,150.0,46.2,30.80204090711375
2806,2024-10-14,3259,5,2,22,lost,300.0,194.53,64.84229305841214
2807,2024-06-17,7403,6,7,65,lost,100.0,63.89,63.887108264524876
2808,2024-02-13,6729,10,8,280,lost,75.0,31.61,42.14088101336584
2809,2024-02-24,4687,9,2,127,lost,300.0,200.23,66.74172372734698
2810,2024-08-09,3443,2,5,16,lost,50.0,37.07,74.14952114316063
2811,2024-04-08,2649,1,8,68,lost,75.0,38.52,51.35406340541634
2812,2024-04-21,3807,4,10,161,lost,220.0,103.29,46.94900830824305
2813,2024-08-09,2632,7,7,4,lost,100.0,66.43,66.43091517232082
2814,2024-09-24,3985,8,1,35,lost,250.0,121.7,48.679841889273206
2815,2024-08-12,5878,10,9,48,lost,120.0,61.57,51.30506656545984
2816,2024-04-18,7227,2,1,38,lost,250.0,127.49,50.99710554070672
2817,2024-08-15,2945,9,8,46,lost,75.0,33.93,45.240959622391145
