date,store,item,customer_id,quantity,discount
2024-06-13,7,27,86,44.52397250570057,19.0
2023-11-12,9,15,78,58.0,22.0
2023-11-06,3,31,88,46.0,15.0
2023-03-12,3,48,71,72.0,27.0
2024-08-23,9,44,57,28.81294334433928,15.0
2024-06-19,6,20,70,88.45458281598772,21.0
2023-02-17,3,24,58,27.73512963977916,19.0
2024-08-17,5,4,21,63.280963632063845,23.0
2024-08-18,5,12,50,42.7423042741232,21.0
2023-01-14,6,18,11,34.73737853320372,21.0
2024-09-28,5,21,86,68.0,19.0
2024-05-10,3,7,11,61.0,19.0
2023-07-22,8,36,9,45.57085983316361,24.0
2023-07-07,10,4,3,57.02779616454671,28.0
2023-04-13,7,24,5,41.0,25.0
2024-07-13,10,36,14,38.94657053568513,22.0
2024-02-27,10,11,54,64.22522622147613,23.0
2023-09-25,4,24,40,70.0,18.0
2024-05-16,5,12,32,38.0,22.0
2023-08-11,2,33,96,40.92044290338383,28.0
2024-03-05,4,45,39,5.0,21.0
2023-07-16,10,30,10,25.680947532596615,16.0
2023-03-21,2,23,71,33.0,12.0
2024-11-20,6,23,67,67.0,15.0
2023-04-02,2,24,12,31.0,14.0
2023-10-06,2,43,46,51.0,19.0
2023-09-21,2,31,78,7.0,22.0
2024-01-30,8,7,73,91.79482624840003,24.0
2024-10-02,8,49,93,88.0,8.0
2023-08-23,5,47,1,45.22634055885268,20.0
2024-04-18,10,13,22,37.0,20.0
2023-05-30,8,15,4,37.0,21.0
2023-10-22,10,31,15,32.0,21.0
2024-10-04,5,38,86,46.0,23.0
2023-03-05,3,8,17,96.0,24.0
2023-07-15,6,37,3,67.74001240570635,25.0
2024-03-21,8,33,24,9.0,18.0
2023-09-11,3,5,15,1.0,15.0
2024-01-19,4,27,73,111.0375931924446,27.0
2023-09-06,6,6,32,32.0,22.0
2023-05-29,5,27,16,65.0,19.0
2023-10-07,5,23,87,86.0,27.0
2023-11-10,7,11,23,65.0,17.0
2023-01-26,7,50,55,3.7136549751143315,22.0
2024-06-08,8,35,47,78.83602483984538,18.0
2024-09-05,8,17,22,33.0,24.0
2023-05-18,7,30,69,61.0,18.0
2023-01-18,10,25,23,92.4317380608914,14.0
2023-03-05,1,6,4,49.0,30.0
2023-11-30,10,15,99,40.0,13.0
2024-09-29,2,32,78,99.0,20.0
2023-06-17,4,2,80,24.552196984489616,12.0
2023-07-06,3,3,95,81.613012980169,19.0
2024-03-15,6,12,35,19.0,15.0
2023-01-29,4,25,30,53.88486630301671,24.0
2024-05-15,7,14,32,79.0,23.0
2024-07-18,10,29,72,14.266976532701488,10.0
2024-09-23,7,34,45,59.0,15.0
2023-09-14,5,32,60,56.0,10.0
2024-04-19,8,17,63,92.0,19.0
2024-07-20,7,18,37,115.06811634420502,27.0
2023-02-03,10,42,28,66.60634292415355,14.0
2024-08-25,6,41,40,82.21599389650122,27.0
2023-07-27,2,30,28,37.20325197223355,18.0
2024-02-12,6,32,68,101.12742939991638,12.0
2024-10-04,4,24,63,21.0,15.0
2024-08-03,1,18,56,20.38172749216072,18.0
2024-10-24,7,3,19,95.0,17.0
2024-02-13,2,18,67,36.94416156471345,16.0
2023-02-10,6,22,82,105.23305942126218,26.0
2024-12-26,9,7,29,40.32628765814888,15.0
2024-04-08,7,31,17,98.0,8.0
2023-08-13,7,37,13,14.049739878658658,30.0
2023-01-03,4,50,96,21.513546965970697,28.0
2024-11-14,3,32,41,36.0,21.0
2024-12-27,2,22,98,34.418905512967996,16.0
2024-03-15,8,30,88,48.0,20.0
2023-03-13,1,44,4,4.0,26.0
2023-11-19,4,7,74,22.0,18.0
2023-08-22,4,31,30,15.384289140182963,10.0
2023-02-26,2,42,79,40.15339972938065,12.0
2023-09-10,1,3,3,76.0,13.0
2024-08-27,9,42,96,45.19746007377218,13.0
2024-06-29,10,30,11,80.19007587927102,21.0
2024-05-16,1,10,31,89.0,25.0
2024-01-29,7,3,4,84.73372439951959,12.0
2024-02-11,5,20,83,54.94531629921991,25.0
2023-02-27,7,18,78,68.34302872159824,16.0
2023-08-29,6,6,21,79.31186427988187,17.0
2024-11-28,9,22,31,67.0,25.0
2024-04-14,1,49,89,33.0,16.0
2023-01-07,6,1,74,58.871819241874576,19.0
2023-09-23,10,1,63,99.0,14.0
2024-06-05,2,19,44,50.14007841537154,19.0
2024-12-22,7,14,24,5.807384027707739,20.0
2023-01-19,9,22,70,93.74084513170696,22.0
2024-01-21,10,45,81,31.321907130121332,16.0
2023-07-04,3,36,9,107.62860339298292,11.0
2024-10-14,10,7,15,72.0,25.0
2024-04-12,10,36,56,86.0,35.0
2024-05-30,10,19,60,78.0,22.0
2024-07-25,1,21,40,102.54262341959712,24.0
2023-08-03,10,29,77,79.79516325118622,27.0
2024-06-06,7,11,52,114.21395968260043,26.0
2024-01-22,8,13,45,101.98519249700645,15.0
2024-12-09,5,28,29,105.1521539501476,17.0
2024-09-02,2,1,6,84.0,31.0
2024-07-19,9,30,66,106.7956008151503,18.0
2023-05-04,10,13,61,90.0,19.0
2024-11-16,5,29,58,93.0,17.0
2023-08-17,5,22,20,65.26886576850221,23.0
2024-07-05,1,6,68,113.25319072613715,22.0
2023-05-12,7,19,5,33.0,25.0
2023-08-08,6,6,53,87.52721397074473,22.0
2024-03-27,6,9,27,55.0,19.0
2024-08-30,6,5,86,17.407192814436677,18.0
2023-10-08,3,44,72,43.0,30.0
2024-05-31,2,38,86,25.0,23.0
2024-09-15,3,15,17,32.0,16.0
2023-03-03,7,17,39,81.0,22.0
2024-01-24,7,41,36,36.516770145708946,33.0
2024-10-11,6,11,12,85.0,28.0
2023-03-02,5,23,30,2.0,17.0
2023-08-28,4,15,67,50.336077561657234,20.0
2024-08-22,2,31,14,90.0915509865154,11.0
2024-09-18,3,31,53,99.0,14.0
2024-08-11,4,2,2,97.32151176145796,19.0
2024-05-28,5,35,27,82.0,25.0
2023-01-14,7,36,28,104.54499185547843,24.0
2023-09-19,2,46,87,96.0,22.0
2023-03-09,9,7,50,30.0,11.0
2024-05-30,1,21,75,36.0,18.0
2024-06-21,7,12,5,76.67084352339249,30.0
2023-04-23,2,4,67,41.0,23.0
2023-08-21,5,40,36,95.49119608970844,21.0
2024-10-11,9,49,30,51.0,28.0
2024-07-20,6,24,73,95.27858946223598,15.0
2023-10-15,10,34,97,9.0,19.0
2024-04-18,1,46,50,27.0,22.0
2024-02-17,10,31,41,22.404449340773844,21.0
2023-02-18,5,46,39,92.47559032648161,18.0
2023-07-10,10,42,95,26.950794941651814,17.0
2024-06-22,3,41,31,79.08129642955467,14.0
2024-12-15,8,30,80,47.42085594892366,25.0
2023-12-08,7,9,31,117.05189789152492,23.0
2023-04-09,1,48,98,28.0,11.0
2024-08-28,10,36,4,52.23059022244714,21.0
2024-10-28,6,8,94,54.0,13.0
2023-08-17,3,50,72,6.0768992839657585,15.0
2024-10-11,8,18,2,91.0,18.0
2024-11-14,7,7,23,33.0,9.0
2024-04-09,6,28,49,35.0,12.0
2023-02-16,2,35,1,116.71160585337971,18.0
2023-03-13,5,15,24,65.0,18.0
2024-01-29,6,17,90,125.438473484398,19.0
2023-03-09,2,32,73,55.0,32.0
2023-11-14,2,38,88,20.0,19.0
2023-03-11,8,50,93,54.0,16.0
2023-01-08,5,32,16,51.825835187334654,22.0
2024-04-23,2,16,70,31.0,22.0
2023-07-12,3,5,72,9.049458131940208,10.0
2024-12-19,2,24,61,87.5479416804096,21.0
2023-07-09,3,3,11,81.09758492861874,22.0
2023-07-23,7,12,52,102.0360197392226,19.0
2024-04-28,8,50,74,35.0,18.0
2023-01-17,7,15,67,101.04714262766124,17.0
2023-10-02,9,45,28,84.0,24.0
2023-02-02,10,7,26,93.67751129448168,15.0
2024-09-21,2,38,25,22.0,17.0
2023-02-05,6,37,41,48.638366070868564,25.0
2023-02-28,7,28,33,90.07600071441053,21.0
2024-07-05,10,33,76,86.43798556569145,34.0
2023-10-31,6,14,67,3.0,28.0
2024-07-15,1,33,89,34.54390637577863,21.0
2023-01-04,4,38,78,4.664629975713926,11.0
2023-09-18,9,45,53,9.0,25.0
2024-02-01,5,31,39,69.41226834776722,17.0
2023-06-05,6,1,31,28.0582505677447,14.0
2023-10-15,6,26,98,38.0,16.0
2024-07-11,9,30,29,54.639619239975076,26.0
2023-03-15,5,47,75,16.0,20.0
2023-11-21,7,46,99,79.0,20.0
2024-04-30,9,28,85,15.0,12.0
2024-11-05,10,33,95,67.0,13.0
2024-02-17,3,32,80,111.61206045243489,27.0
2023-07-06,7,30,44,58.16682893728117,23.0
2023-07-25,3,49,68,62.67088967205739,18.0
2023-09-27,10,21,25,14.0,16.0
2024-09-04,3,1,25,74.0,28.0
2024-10-12,8,32,68,97.0,15.0
2024-04-19,10,34,21,65.0,27.0
2023-10-19,2,38,27,16.0,15.0
2023-12-15,4,8,2,49.75593530671676,20.0
2024-07-28,3,5,90,67.32772651406775,25.0
2023-03-10,10,22,33,7.0,17.0
2023-09-30,8,22,40,47.0,20.0
2023-06-10,10,5,33,13.870687300942357,22.0
2024-02-09,5,44,41,70.2674871945201,19.0
2024-08-31,2,30,9,33.597365855129425,16.0
2023-10-15,3,49,90,91.0,14.0
2023-09-24,6,2,97,41.0,15.0
2023-05-27,10,30,90,40.0,23.0
2024-12-29,1,2,11,86.88294720353984,24.0
2024-08-04,9,39,9,100.90737956702846,23.0
2024-09-06,2,7,49,32.0,19.0
2024-05-18,10,47,77,39.0,19.0
2024-01-20,10,22,53,8.92059358693991,14.0
2023-11-06,1,7,98,33.0,29.0
2023-03-17,4,29,27,61.0,20.0
2023-01-15,7,45,38,61.32398620452534,30.0
2024-08-27,9,37,61,31.78392010920282,16.0
2024-02-18,9,2,71,20.188737081044707,23.0
2023-01-12,3,32,75,112.39723206271954,14.0
2024-08-19,4,30,35,55.656545262651946,29.0
2024-08-14,10,27,22,93.24893904178056,9.0
2024-12-31,5,46,32,68.83166686240541,31.0
2023-01-13,1,24,91,74.90179818320973,13.0
2024-02-04,2,40,13,57.90061652436836,20.0
2023-07-28,6,40,49,1.129725101433978,15.0
2023-01-24,4,48,78,10.256942210889504,21.0
2024-12-16,2,19,9,74.56501913497425,14.0
2023-10-19,7,9,75,47.0,18.0
2023-11-24,10,44,62,49.0,16.0
2023-02-03,5,20,40,87.28852528588365,7.0
2024-06-29,10,49,49,121.42914371244439,19.0
2023-05-19,2,6,94,98.0,16.0
2024-05-09,10,5,10,57.0,24.0
2024-10-16,8,35,27,32.0,22.0
2023-08-23,2,11,16,60.635965670954015,16.0
2024-05-23,10,10,35,8.0,19.0
2024-04-11,5,38,5,36.0,19.0
2024-05-15,6,27,48,31.0,22.0
2023-12-25,5,7,89,47.05618446958514,29.0
2023-03-06,1,36,47,43.0,18.0
2023-11-22,2,42,49,8.0,16.0
2023-02-26,5,50,98,18.515191389177662,12.0
2024-08-27,5,1,32,105.47035888758289,31.0
2024-07-30,2,34,53,54.405383183774134,20.0
2023-02-28,4,47,78,62.10296394902421,28.0
2023-10-13,9,43,56,96.0,18.0
2024-03-01,2,42,79,81.0,14.0
2023-08-07,3,29,11,90.26958315582135,12.0
2024-01-27,7,40,74,1.195913016082596,19.0
2024-08-03,5,28,4,66.95250030578718,25.0
2023-01-28,6,10,33,62.015601227919575,18.0
2023-03-27,10,10,22,58.0,21.0
2023-04-18,1,32,27,52.0,5.0
2024-08-25,4,20,71,27.007303575602624,23.0
2024-03-14,5,12,19,9.0,19.0
2024-01-11,4,42,15,56.030328210452595,24.0
2023-07-29,10,11,53,45.225403948110255,21.0
2024-03-31,4,46,68,27.0,21.0
2024-04-18,8,22,36,40.0,13.0
2024-12-19,6,11,37,14.425683317963694,19.0
2024-12-03,5,50,59,64.05643544413013,21.0
2023-04-04,4,49,87,18.0,19.0
2023-08-29,3,11,28,36.52422117093335,25.0
2023-05-15,9,14,35,52.0,26.0
2023-08-16,6,48,31,77.21590439719863,15.0
2024-11-08,2,43,80,11.0,18.0
2023-09-13,4,48,49,64.0,20.0
2024-12-01,6,35,57,115.39828012075984,27.0
2023-08-10,3,23,2,49.79749438434272,21.0
2024-10-15,8,21,30,32.0,17.0
2024-02-20,2,12,34,75.1377304965709,13.0
2023-06-14,7,41,35,34.42579392006978,23.0
2024-08-18,5,32,13,95.13492233314113,22.0
2024-03-14,8,4,58,87.0,15.0
2023-04-03,7,37,84,87.0,22.0
2023-10-01,1,3,51,82.0,15.0
2023-03-13,3,35,97,94.0,24.0
2023-07-20,9,18,72,105.82114944563152,16.0
2023-10-05,6,29,98,19.0,28.0
2024-05-18,6,12,11,74.0,23.0
2023-12-07,10,31,47,37.95981179354697,30.0
2024-09-16,10,29,88,80.0,17.0
2023-02-23,8,16,50,47.42093951998496,27.0
2024-04-03,4,49,41,69.0,23.0
2024-01-21,2,17,11,78.84384034252174,22.0
2023-09-03,4,39,35,83.0,31.0
2023-02-20,1,8,6,55.919599408525116,26.0
2023-03-14,9,22,25,90.0,21.0
2024-03-07,10,49,89,35.0,29.0
2024-01-06,7,48,3,93.66095905263862,17.0
2023-04-04,3,9,69,69.0,18.0
2024-08-10,8,34,90,81.90476314342551,18.0
2023-08-24,7,20,33,103.95587128080106,25.0
2023-02-02,10,15,24,56.09773295806758,21.0
2024-06-27,5,44,73,12.182113747196814,30.0
2024-03-16,8,38,8,1.0,25.0
2023-06-22,8,22,94,77.00752164075408,16.0
2023-04-29,7,47,91,88.0,14.0
2024-12-07,10,42,79,121.74063203895217,25.0
2024-01-10,8,20,99,43.796580131373574,21.0
2024-08-05,9,29,7,19.76858043844978,26.0
2024-02-12,5,23,13,81.62666018555446,28.0
2024-07-26,9,3,55,101.31653986872287,32.0
2024-07-20,2,17,29,72.48998381074155,22.0
2024-01-19,7,41,53,84.35005086981504,27.0
2024-02-15,4,34,89,79.20712859152415,24.0
2024-12-25,6,19,3,102.9619528583752,10.0
2023-04-09,1,5,29,85.0,23.0
2023-12-19,4,27,74,87.37059107420133,30.0
2024-04-16,4,8,78,83.0,26.0
2024-03-01,6,3,15,85.0,21.0
2023-07-23,1,32,30,45.39860791520803,20.0
2024-02-26,3,1,53,45.6392854686674,16.0
2024-03-10,4,18,31,13.0,21.0
2023-03-30,8,10,28,50.0,16.0
2024-06-24,4,8,77,56.93128348577547,21.0
2024-12-04,5,31,22,125.68076175335035,20.0
2023-11-18,8,48,71,74.0,18.0
2023-07-22,2,30,64,28.339711849470927,15.0
2024-01-15,4,36,81,78.27162919811876,9.0
2024-04-20,1,4,5,93.0,23.0
2023-08-01,2,48,17,15.9554389038908,15.0
2024-03-15,4,4,32,74.0,25.0
2024-05-03,10,45,82,24.0,13.0
2023-12-25,3,45,58,67.26386460783273,28.0
2024-09-13,1,21,59,58.0,18.0
2023-10-01,6,39,13,23.0,16.0
2024-01-06,9,35,34,115.66842151068136,20.0
2023-10-21,4,17,69,51.0,24.0
2024-10-25,4,24,35,71.0,9.0
2024-11-11,2,27,22,7.0,21.0
2023-11-17,4,43,27,71.0,22.0
2024-07-17,6,20,95,13.632271296657375,20.0
2023-05-27,1,6,31,58.0,12.0
2024-12-02,5,20,91,49.442054604188534,23.0
2023-08-26,7,38,49,71.21919792592554,13.0
2023-07-23,4,43,55,57.46693419606089,22.0
2023-01-12,3,39,48,68.21733015493253,30.0
2024-03-22,2,29,37,8.0,27.0
2023-09-26,8,31,66,50.0,23.0
2023-02-10,3,33,75,114.21874280828463,24.0
2023-07-30,3,2,33,113.05598436825099,23.0
2024-02-19,9,40,74,50.57399049649553,21.0
2023-12-24,4,27,48,14.466971371541968,15.0
2024-05-13,10,3,19,52.0,15.0
2023-02-16,4,12,65,25.979835338357425,18.0
2024-05-20,6,41,26,21.0,27.0
2024-11-01,4,15,47,47.0,9.0
2023-08-14,8,19,70,17.116761263904973,24.0
2023-08-21,1,27,11,45.01206716455731,19.0
2024-12-08,2,28,89,4.948430667399672,17.0
2023-07-23,6,6,10,93.80423964363159,13.0
2023-10-10,8,12,25,46.0,27.0
2024-10-08,4,19,32,14.0,16.0
2023-07-26,9,28,67,19.21469697521962,24.0
2023-01-01,2,13,64,106.03732205152559,17.0
2024-08-26,6,3,95,14.328712252439209,26.0
2024-03-18,10,15,88,22.0,22.0
2024-07-06,1,35,57,30.341800410214617,15.0
2023-07-06,3,22,82,99.2056203342262,18.0
2023-05-23,2,43,55,4.0,11.0
2023-10-26,4,33,63,57.0,22.0
2023-08-13,1,50,97,29.903582058928137,15.0
2023-01-03,3,9,77,59.861144497579296,24.0
2023-09-03,1,21,20,16.0,21.0
2023-08-29,5,23,51,113.81807743845918,22.0
2024-10-30,2,36,29,8.0,17.0
2024-03-04,8,24,41,31.0,21.0
2023-08-26,1,45,58,2.395166892641496,24.0
2023-12-12,1,1,33,91.99227677991038,26.0
2023-10-28,6,46,63,95.0,22.0
2024-10-18,8,28,44,90.0,26.0
2024-03-30,4,6,59,59.0,14.0
2024-04-01,3,34,59,63.0,25.0
2024-06-27,5,44,82,55.655926305811086,18.0
2024-09-04,10,10,31,2.0,14.0
2024-09-09,4,24,76,86.0,24.0
2024-03-02,2,44,67,64.0,20.0
2024-01-22,8,37,53,21.355654804688392,19.0
2024-04-14,1,43,5,38.0,26.0
2024-11-12,4,38,9,8.0,18.0
2024-02-03,4,16,9,4.459989346122147,20.0
2024-04-26,10,24,5,61.0,24.0
2024-12-27,10,12,79,79.63119680375056,15.0
2023-02-19,3,6,83,85.90522088655379,11.0
2023-12-26,8,45,19,91.50884043989333,20.0
2024-02-07,1,49,41,50.32093101273074,22.0
2024-02-14,2,46,14,61.69519819678854,18.0
2024-12-19,1,23,2,11.770251098804563,19.0
2023-03-17,7,43,30,33.0,26.0
2024-09-19,10,34,81,31.0,18.0
2023-04-10,6,34,78,13.0,9.0
2024-01-11,9,6,21,103.9081346755467,20.0
2023-08-29,3,37,26,13.364893764355635,26.0
2024-04-26,8,9,11,2.0,21.0
2023-03-12,8,10,66,31.0,16.0
2024-05-19,7,25,39,100.0,10.0
2023-12-01,4,22,21,1.1804592820911255,17.0
2023-12-18,4,4,17,36.98394911260115,20.0
2024-07-07,5,6,28,36.303603634818636,11.0
2023-02-26,3,8,90,11.210151740129039,17.0
2023-11-29,9,25,6,96.0,25.0
2024-12-06,1,10,79,75.82578578959959,28.0
2024-02-17,5,9,89,94.69583324156012,23.0
2024-03-29,2,49,73,55.0,14.0
2024-10-06,5,10,21,96.0,14.0
2023-01-27,6,8,92,75.94531365595832,18.0
2024-09-03,4,2,15,18.0,17.0
2023-10-26,2,46,38,50.0,18.0
2023-08-05,4,25,58,113.61864460867459,15.0
2023-03-24,6,3,92,95.0,19.0
2023-05-22,8,24,86,31.0,14.0
2023-04-22,10,32,24,21.0,25.0
2024-05-03,4,6,75,60.0,24.0
2023-12-31,1,36,58,62.39417301141025,20.0
2023-11-06,2,13,86,28.0,31.0
2024-07-16,3,23,99,8.934600824705251,18.0
2023-03-24,10,41,2,35.0,15.0
2023-09-08,5,7,89,74.0,20.0
2024-02-17,7,10,66,42.17724533153212,23.0
2023-01-20,2,4,46,107.96675809992031,13.0
2024-07-03,4,24,42,40.147028008972015,13.0
2023-08-16,1,25,81,2.2689133990350165,20.0
2024-11-01,6,3,80,14.0,19.0
2024-04-25,4,38,31,21.0,20.0
2024-04-22,4,47,27,72.0,23.0
2024-09-02,4,29,91,56.0,14.0
2024-10-27,3,18,1,66.0,26.0
2023-10-13,7,43,1,10.0,22.0
2023-01-14,6,38,7,48.911267727457506,16.0
2023-09-21,2,41,33,8.0,16.0
2024-05-03,8,31,46,92.0,15.0
2024-10-22,9,15,34,75.0,16.0
2023-06-22,1,21,19,84.78526168860225,21.0
2024-05-10,5,6,38,13.0,19.0
2023-10-01,4,44,37,39.0,29.0
2023-04-06,6,16,17,93.0,17.0
2023-02-19,6,6,17,13.565486324265626,17.0
2024-09-21,4,45,3,48.0,25.0
2023-07-02,7,43,38,30.886900997808528,15.0
2024-07-05,3,10,70,98.50944791605185,25.0
2023-09-30,6,27,5,93.0,19.0
2024-06-30,3,32,58,61.45757524363175,22.0
2024-12-09,8,17,86,48.7243469151228,13.0
2024-05-24,3,34,80,86.0,24.0
2023-01-19,10,1,87,36.30442677551776,24.0
2024-04-10,4,28,4,50.0,13.0
2024-06-07,7,30,43,71.490585248781,23.0
2023-10-08,4,2,46,76.0,27.0
2023-04-24,6,42,56,65.0,22.0
2024-02-23,10,4,27,11.431074976616852,24.0
2023-04-26,2,14,56,44.0,20.0
2024-06-13,6,24,33,71.96236718760522,18.0
2023-12-22,5,11,86,76.44743619159111,23.0
2024-12-04,9,36,49,14.47843857979103,22.0
2023-02-17,1,25,16,99.90327716821098,21.0
2023-03-04,4,24,15,15.0,13.0
2023-07-03,2,11,29,25.56907369656118,11.0
2023-06-28,9,33,53,15.244384447667759,19.0
2024-08-21,6,22,86,92.17905158174995,23.0
2023-04-20,3,18,36,6.0,12.0
2023-04-29,8,40,52,10.0,24.0
2024-11-04,2,2,88,5.0,28.0
2024-01-10,7,47,49,37.14014033856283,18.0
2024-10-01,2,48,36,86.0,21.0
2023-06-01,5,10,81,97.51154653591708,28.0
2024-05-05,10,47,15,72.0,29.0
2023-02-24,6,17,23,48.59073000362906,31.0
2023-09-13,2,49,9,29.0,22.0
2024-01-23,9,36,56,34.303918678487435,23.0
2024-01-20,1,22,13,116.85361863293586,22.0
2023-03-13,9,28,65,33.0,19.0
2024-09-02,4,29,4,33.0,18.0
2023-09-30,3,47,13,48.0,21.0
2024-11-12,6,21,40,80.0,16.0
2023-03-05,7,16,47,40.0,13.0
2024-12-02,5,5,47,7.791465481585314,18.0
2024-02-23,5,27,28,68.90038960757722,30.0
2023-06-03,10,36,18,83.5921804428743,16.0
2024-12-22,10,48,41,75.14731065730157,18.0
2024-06-09,10,10,46,24.63004480534869,24.0
2024-02-01,10,9,34,36.3350774874865,23.0
2024-04-30,5,26,2,66.0,7.0
2024-03-29,6,42,99,54.0,18.0
2023-11-10,10,41,63,94.0,16.0
2023-09-27,4,38,13,90.0,21.0
2024-06-30,4,1,70,117.64474778944043,27.0
2023-12-02,8,19,34,28.070261076025243,24.0
2024-12-06,5,45,24,105.79841862841467,28.0
2023-05-20,3,41,6,68.0,22.0
2024-12-09,10,37,68,13.296625870050917,18.0
2023-01-29,4,37,41,85.49065214027736,25.0
2023-12-02,5,1,41,5.981069202702802,12.0
2024-03-29,3,20,23,46.0,23.0
2023-12-06,2,27,80,6.458299808236242,18.0
2024-03-12,8,49,77,42.0,26.0
2024-09-07,6,42,7,14.0,13.0
2023-07-13,4,7,5,110.14046629202048,25.0
2023-05-09,6,21,29,8.0,18.0
2023-06-05,7,35,71,24.14925078407021,18.0
2023-01-13,1,27,27,60.10512031831918,9.0
2023-07-20,5,49,5,61.049571234490664,17.0
2023-01-27,4,47,86,70.11221796510151,26.0
2023-06-26,5,48,61,87.0899105457648,24.0
2024-07-25,3,39,30,31.702138298259197,16.0
2024-02-22,5,40,55,89.07044081659927,18.0
2023-12-05,7,36,34,95.76282059456527,16.0
2024-07-26,8,32,84,86.79269863333482,25.0
2024-03-23,8,41,49,88.0,15.0
2023-10-07,3,33,43,23.0,15.0
2024-02-01,9,49,83,20.560900094368293,8.0
2024-12-22,5,28,82,19.09627720472237,18.0
2023-02-02,5,3,93,100.30959220059971,24.0
2023-06-14,8,6,16,26.917840358229494,13.0
2023-08-29,1,15,71,57.451142915020604,21.0
2023-07-28,5,6,69,7.550106693504205,23.0
2023-04-19,2,39,10,70.0,19.0
2023-08-19,7,17,75,81.80283957554872,19.0
2024-03-31,8,7,7,97.0,9.0
2023-03-31,10,24,97,59.0,18.0
2024-04-25,9,20,5,8.0,13.0
2024-09-17,1,45,44,12.0,15.0
2024-02-14,4,38,6,98.15083024295213,18.0
2024-02-11,9,27,40,5.821135568183048,20.0
2023-04-24,4,45,37,58.0,20.0
2024-04-26,9,43,11,80.0,15.0
2023-02-14,3,40,91,35.98995678495558,8.0
2024-09-06,4,26,62,36.0,23.0
2023-10-25,5,13,30,52.0,21.0
2024-11-02,8,28,60,65.0,20.0
2024-07-29,1,26,31,10.025404885637911,11.0
2024-02-24,4,33,12,116.52693838637816,20.0
2023-03-09,6,22,96,88.0,21.0
2024-03-04,5,14,43,10.0,20.0
2024-08-02,10,26,38,94.72721683506111,19.0
2024-07-23,10,44,19,122.78915828863104,24.0
2024-12-25,9,41,21,56.867032548362275,13.0
2024-11-12,2,24,38,24.0,21.0
2023-09-05,6,6,54,76.0,19.0
2024-01-31,8,17,72,47.21685609935895,17.0
2023-03-20,1,45,15,48.0,20.0
2023-11-20,2,7,78,13.0,26.0
2023-04-07,1,6,55,55.0,28.0
2023-03-20,2,21,14,38.0,18.0
2024-05-13,5,14,47,84.0,18.0
2024-04-11,10,1,54,14.0,24.0
2023-11-05,7,18,11,28.0,24.0
2024-02-12,1,35,8,76.35304974175803,26.0
2024-02-05,5,33,7,48.182415434079985,24.0
2024-05-31,3,19,87,18.0,28.0
2024-04-05,7,48,39,65.0,16.0
2023-03-01,4,30,89,51.0,20.0
2024-12-13,1,41,27,118.12926840469838,15.0
2024-03-07,3,4,20,8.0,13.0
2024-10-06,1,32,52,70.0,17.0
2023-08-18,5,28,36,72.53897799530283,22.0
2023-08-29,1,21,91,16.112511463997194,16.0
2023-10-03,5,42,93,64.0,25.0
2024-04-02,6,21,18,61.0,12.0
2024-07-20,7,21,80,13.273751062743715,17.0
2024-12-07,3,10,47,114.1620653228716,19.0
2023-07-02,6,6,90,35.8592898195279,33.0
2024-11-06,7,34,82,34.0,18.0
2023-12-17,2,5,91,97.48636239218074,24.0
2024-11-22,4,7,10,64.0,20.0
2024-02-19,5,47,43,10.953452457401612,36.0
2024-05-09,8,34,8,36.0,24.0
2024-07-26,7,18,5,8.117748676465782,26.0
2024-10-22,2,19,44,66.0,16.0
2024-11-14,10,20,86,13.0,22.0
2023-07-29,2,36,37,84.0706884495727,19.0
2023-04-24,1,18,83,81.0,22.0
2023-12-20,10,4,80,2.3562272455284456,21.0
2023-08-09,1,36,46,115.12008223433496,12.0
2024-08-09,10,33,72,5.112308933863648,21.0
2024-09-19,9,7,92,74.0,18.0
2024-10-23,6,11,16,82.0,22.0
2024-07-29,4,36,17,2.283976231643109,17.0
2023-09-02,8,30,40,89.0,15.0
2023-05-03,6,9,86,19.0,21.0
2024-05-06,8,11,51,73.0,20.0
2024-10-08,5,37,26,84.0,27.0
2024-12-28,10,28,85,54.64538296380662,15.0
2024-01-14,4,27,36,24.08991280689623,11.0
2024-01-05,4,3,36,16.434078558991267,27.0
2024-11-09,7,8,91,60.0,27.0
2024-12-22,9,43,69,22.68865514502519,27.0
2023-05-02,9,31,90,41.0,19.0
2024-03-01,2,12,54,42.0,20.0
2023-10-24,6,30,54,42.0,25.0
2023-01-13,6,33,52,29.22144294816054,18.0
2023-08-01,5,28,60,15.395260039403716,17.0
2023-06-22,5,6,20,93.83741744451943,29.0
2024-10-20,3,46,92,86.0,14.0
2023-04-01,8,11,20,62.0,23.0
2023-06-07,6,44,44,122.87627830637605,19.0
2024-06-30,8,25,67,21.39236084739569,31.0
2024-08-28,5,17,22,66.46337198078373,30.0
2024-12-09,2,8,52,81.03932549784238,22.0
2023-09-23,4,16,53,16.0,20.0
2023-01-17,2,28,82,27.5745403413202,23.0
2024-03-28,4,20,14,85.0,16.0
2023-02-20,10,38,19,14.080012520992831,21.0
2023-10-08,2,36,14,33.0,21.0
2024-12-03,9,41,8,31.213791008915088,14.0
2023-03-30,3,26,68,4.0,26.0
2024-07-07,6,44,31,81.67939955748301,17.0
2023-01-30,2,44,4,98.90777311297651,11.0
2023-11-11,4,25,26,97.0,25.0
2024-08-01,6,12,27,73.34288779310485,18.0
2024-01-19,8,2,52,66.49273741340147,23.0
